"","Year","NbCasesTotal_Q2.5","NbCasesTotal_Med","NbCasesTotal_Q97.5","NbCasesUrban_Q2.5","NbCasesUrban_Med","NbCasesUrban_Q97.5","NbCasesRural_Q2.5","NbCasesRural_Med","NbCasesRural_Q97.5","PrevTotal_Q2.5","PrevTotal_Med","PrevTotal_Q97.5","PrevUrban_Q2.5","PrevUrban_Med","PrevUrban_Q97.5","PrevRural_Q2.5","PrevRural_Med","PrevRural_Q97.5"
"11",1995,54290.7456103186,74154.1900303843,115670.19912165,35796.3204315907,53188.5032477881,90650.419294513,15238.1443599857,21776.7010303765,27552.6219251091,0.0155243627093054,0.0212042868357226,0.0330757315198996,0.0201471571474269,0.0299359576752451,0.0510205580067083,0.0192353452874427,0.0274890664929424,0.0347801007644697
"12",1996,56203.271434917,76882.8719763142,120379.306054515,37341.9797745003,55618.1720312795,94819.6593514873,15572.9164395443,22160.9234751466,28181.5696861354,0.015750771009988,0.0215461570149246,0.0337358811257375,0.0201014816786917,0.0299396998456023,0.0510421690746904,0.0192058344704762,0.02733072058974,0.0347558894707551
"13",1997,58173.5668914655,79694.9064506764,125288.471502895,38988.1769049108,58221.4446574433,99198.5531793631,15897.6838032447,22523.924191869,28799.294633902,0.0159856050144693,0.0218994874177553,0.0344282141414591,0.0200559147935676,0.0299497033692032,0.0510287448182759,0.0191555668322375,0.0271397104459668,0.0347010809818984
"14",1998,60332.1300219108,82898.2625552031,130588.398422017,40776.7215350484,60998.0214733645,103904.146582539,16263.5634616959,22950.4243861504,29478.7218470468,0.0162682519329929,0.0223530947699951,0.0352124972926348,0.0200315192830166,0.0299652104772407,0.0510427969071651,0.0191490359427255,0.0270222760532316,0.0347088204577181
"15",1999,62600.2188149852,86193.6272510818,136069.096386303,42678.2853177001,63878.326615213,108801.537392103,16659.442754096,23382.6974567692,30168.3363039438,0.0165819213757398,0.022831484892911,0.0360427982626399,0.0200177039585803,0.0299613122231628,0.0510319697602813,0.019180598111691,0.0269213159951151,0.0347338589222628
"16",2000,64892.1883292665,89541.1486663889,141559.592013327,44635.4308842825,66884.1342467916,113773.794172906,17009.1576803993,23765.1338054113,30779.6573872837,0.0169073994355705,0.0233295872030203,0.0368827840103258,0.0199941457761325,0.0299603051599904,0.0509642179123178,0.0191707779149809,0.0267853418060999,0.0346913108313877
"17",2001,67265.1600693812,93047.1943860742,147251.851313139,46591.4638828559,70075.8327675466,118950.206915543,17364.0752647675,24156.5980797444,31420.154652435,0.0172561404082822,0.0238702390549087,0.037775850366194,0.0199406395710419,0.0299916939156838,0.0509093942394133,0.0191857423115023,0.0266908694424341,0.0347164465344329
"18",2002,69673.2069936402,96685.2611396962,153102.797102116,48574.2707926975,73371.8745585015,124337.38394755,17687.0730358119,24541.0205005389,32013.3352762015,0.0176228992024254,0.0244552344429987,0.0387252902135863,0.0198768987859657,0.0300242350638675,0.0508796438053529,0.0191883920154963,0.0266241181269061,0.0347306999727711
"19",2003,72105.1044085825,100471.285152173,159118.187192899,50588.1720475573,76539.122739181,129947.934998137,17972.2131861803,24883.4899827771,32538.6049400696,0.0180136980374909,0.0251002950070545,0.0397517901107798,0.0197946246388621,0.0299489612588807,0.0508472730239237,0.0191699926680664,0.0265418797108718,0.0347071788915728
"20",2004,74488.1125873034,104399.512933524,165175.617669565,52758.8153463776,79871.480160986,135655.062275751,18225.1737266893,25197.0135573115,32979.8497322154,0.0184435179474916,0.0258496855889865,0.0408980622969349,0.0197246618192774,0.0298611317338599,0.0507166472540196,0.0191239616776138,0.0264396229570468,0.0346062754665944
"21",2005,77900.6978906006,109968.104325012,173825.21429548,56138.9995026131,84826.4732011307,144266.664885023,18282.1262782455,25218.9064078041,33058.1819189042,0.0180748733646274,0.0255152984972494,0.0403317148760629,0.0197043382266106,0.0297734112352288,0.0506364414205005,0.0190983915323376,0.0263448868727452,0.0345341724493912
"22",2006,80056.9465029566,113389.089784931,178871.867182136,57841.1324653822,87337.0770708658,148584.757889826,18791.6303923599,25806.5942647223,33906.9203551147,0.0182055183751664,0.0257854845556309,0.0406767333383672,0.0196468968990787,0.0296657841148797,0.0504697832599167,0.0190644619067067,0.0261812744838609,0.0343992074123934
"23",2007,82371.3782924038,116816.947829356,184209.801928495,59722.7916845822,90036.0592653026,153190.536703208,19295.7492495835,26417.8644890305,34756.7565208895,0.0183306947749835,0.0259961149078232,0.0409935310506124,0.0195982133002978,0.0295456030173349,0.0502699342949774,0.018994122582966,0.0260049065726567,0.0342134469828026
"24",2008,84905.6308523207,120267.053154012,189706.976596137,61747.2875025218,93027.4632003689,157961.497849029,19830.2322333565,27109.9581908413,35660.368477468,0.0184691927219067,0.0261612258280103,0.0412662231735663,0.0195539005182159,0.0294595897966808,0.0500226575057594,0.0189252097766283,0.02587269981308,0.034032882026098
"25",2009,87666.0521027649,124081.850210686,195509.688282115,63875.4784885357,96072.3481396702,162998.699921195,20387.4656062764,27835.9326153869,36603.3788915796,0.0186235642358705,0.0263596483755823,0.0415336056674343,0.0195052374379687,0.0293369851158733,0.0497738477937781,0.0188561396492233,0.0257451437465831,0.0338540570634035
"26",2010,90575.7774364956,127810.821944907,201668.514900446,66095.7949056607,99164.6402052236,168377.376994293,20982.5760436811,28579.4324421666,37580.9335755576,0.0187764819583543,0.0264953573709433,0.0418061576589967,0.0194498190421019,0.0291808928256275,0.0495479253710025,0.0188009681074024,0.0256079614225752,0.0336735552455318
"27",2011,93663.6696662183,132248.062610091,208250.419509323,68508.1344428348,102501.770737528,174158.946965525,21604.0077093167,29355.5053643862,38575.5356462549,0.0189334474092289,0.026733009152039,0.0420963472793733,0.0194157748589717,0.0290498539986724,0.0493580934798305,0.0187455868920782,0.0254714858452702,0.0334716162433827
"28",2012,96897.3136278656,136923.300938228,215339.861128274,71040.4646328545,106354.399021713,180376.360066825,22233.3191420632,30236.1583321743,39634.3927767908,0.0190882974712654,0.0269732214568317,0.0424209007736144,0.019379828968905,0.0290134654071261,0.0492066461867149,0.0186740459785513,0.0253957318429147,0.0332894278320098
"29",2013,100085.818974592,141595.58410634,222558.93422578,73689.0763703884,110281.55880075,186694.124871696,22911.2898272169,31125.6372784022,40750.1919569566,0.0192070968043559,0.027173081250304,0.0427104562678759,0.0193394218336354,0.0289429816625523,0.0489971731577576,0.018618421714161,0.025293654147873,0.0331148645278953
"30",2014,103292.243100435,146367.782120022,229765.139539519,76366.0019001484,114425.103488933,193142.873360239,23618.5175116107,31964.4393203005,41918.4490037817,0.0193019969257318,0.0273514292623096,0.0429357121494582,0.019267411946105,0.0288698576727857,0.0487306289826715,0.0185562733581426,0.0251133828986377,0.032933912896148
"31",2015,106605.94851442,151393.966817702,237271.128394319,79157.7612505202,118990.576478943,200387.269888118,24371.8816143032,32814.0026402755,43144.019341794,0.0193887727654267,0.0275345162403197,0.0431532766824131,0.0191841236588232,0.0288377273099256,0.048564462971878,0.0184984133839412,0.0249060370154318,0.0327465854897671
"32",2016,110114.891693452,156946.402574851,245753.331504358,82118.0157486259,123626.826834465,208337.511113802,25062.2568830258,33599.8436912937,44461.0227214781,0.0194794216850857,0.0277639573603153,0.0434739815956491,0.019100344532912,0.0287551393506295,0.0484585289248125,0.0183623092832866,0.0246175244555682,0.0325751608912744
"33",2017,113866.598244248,162465.446408749,254790.656265378,85267.7394382328,128520.996336784,216768.988056912,25761.0829396271,34425.9171458782,45900.4193525988,0.0195953059079621,0.0279586829758821,0.0438469307856285,0.0190237119863122,0.0286737567409766,0.0483623797643452,0.018205146228405,0.0243285135627431,0.0324374502507334
"34",2018,119515.342910611,170055.642782423,266466.01644135,89242.1198335631,134566.648020209,226805.337551244,27377.1576373925,36661.1206572494,49075.340996294,0.0196364200962096,0.0279402121943804,0.0437804763202606,0.0189698493764189,0.0286043075712875,0.0482111260819335,0.0181014498117879,0.0242398953321111,0.0324480296240643
"35",2019,124457.027765019,177521.489018165,279376.203075051,93928.6127952703,141903.489400505,239433.200498629,27657.7129422908,37205.0940640428,49985.2676328277,0.0195825028636545,0.0279318502898999,0.0439580262762131,0.0189206075704236,0.0285844766138814,0.0482304751571209,0.0178996133999916,0.0240785202177143,0.0323496367248297
"36",2020,129352.514607396,185236.27517816,292582.851372174,98699.5609235135,149389.614205933,252332.207400766,27971.4623784844,37919.6130664317,50938.8429681751,0.0195359630087118,0.0279760237420633,0.0441884549267464,0.0188758223399533,0.0285700543224359,0.0482573364357328,0.0177062252000689,0.0240035075524033,0.0322448148338222
